class,title_text,Predicted_Sentiment
1,Trump congratulates Democrat Alabama US Senate victory tweet lost tooth  whilst eating gumoww,negative
1,Prayer principle guide women voters Roy Moores Alabama hometown happy  year ,positive
1,Democrat wins US Senate seat Alabama setback Trump Oh HELLA forgot say official good morning Like hear go Goooooooooooood Morrrrrrrrning Twitterville Lol,neutral
1,Factbox Trump Twitter December  Democrats Kirsten Gillibrand Chuck Schumer phew make note case anyone else runs issue,negative
1,Crucial details Republican tax plan flux deal deadline looms VOTE EVERY DAY,negative
1,Tillerson seeks ease skepticism US State Department reorganization Im starving diet killing cant eat ,negative
1,Trump meet House Senate tax cut negotiators Wednesday White House talk,negative
1,Republicans propose delay pause Obamacare taxes im soo boredim deffo missing music channels,negative
1,Trump signs law US government ban Kaspersky Lab software nite nite bday girl fun concert,positive
1,Senator Grassley expresses reservations two Trump judge nominees nicotine replacement patch  hours far good sleep  hours Getting bit twitchy,neutral
1,US judge orders special counsel turn evidence Michael Flynn Sanderson Whats Twatter lately Either cant get replies dont turn,neutral
1,US Congress let Iran deadline pass leave decision Trump sleeping lost voice couple day ago,negative
1,Senators say effort protect Dreamers making progress  hate PARKED car gets hit,negative
1,Trumps attack Senator Gillibrand nasty Senator Schumer Ive heard fall Im waiting,neutral
1,House Speaker Ryan says believes upbeat Treasury tax study nightmares huggles,neutral
1,Senate leader says hes confident deal keep government open Dec  CREEPER feel disappointed cyberstalking skills internet privacy,negative
1,White House host fresh biofuels talks help refiners sources going bed late headache,negative
1,Trump announce new US security strategy Monday adviser happy mothers day moms,positive
1,Trump signs defense policy bill urges US Congress fund Grabbing coffee making mom breakfast,neutral
1,Trumps push cut federal jobs modest impact mostly defense im thinking im going fun tonightand maybe changes coming,neutral
1,Cuba tells US suspension visas hurting families thanks major chop,negative
1,Republican Moore embraces Trump message eve Alabama election Haha know cant handle fame thank,positive
1,Women accusing Trump sexual misconduct seek congressional probe got updated ipod,neutral
1,US House Democratic women seek probe Trump misconduct accusations yes sober HAHAHA tanghaling tapat dude haha WILD dont knowwww plan plan go US,neutral
1,Judge tells exTrump adviser Manafort stop communicating media never miss ICarly son huge crush Miranda,negative
1,US military must accept transgender recruits Jan  judge rules Saw James carville store today head really bald,neutral
1,Nuclear plan backer denies Inauguration Day text top Trump aide yellow ,neutral
1,US Treasury tax study slammed fake math Democrats means youre going come back vancouver way hahah,neutral
1,US Treasury adds cash management measures due debt limit Feeling smooth like chrome,negative
1,Factbox Women accused Trump inappropriate conduct Ew traffic,negative
1,Nearly half Americans still oppose Republican tax bill ReutersIpsos poll downloading songs trying sneak lil homework main priority songs lol,neutral
1,Justice Department reviewing options ruling transgender recruits White House RaRa alonei need coffee,neutral
1,Haley Women accusers heard even Trump target Sounds like,neutral
1,Exclusive Contenders emerge  Fed job search narrow Bad day day realize mess youve put one happiest days life,negative
1,Trump give speech US tax overhaul Wednesday White House Walking class hate bikeespecially mine,neutral
1,Powell faces early test policy view tax cuts near approval nesmith,neutral
1,Roy Moore campaign casts Alabama race referendum Trump failed inspection know pass wooven woantitip bracket sold woven worse taxes,negative
1,Democrats eye gains Pennsylvania trial goofy gerrymandering JONAS BROTHERS Live party rocking hard love song,positive
1,Trump urges Alabama voters back Roy Moore happy mothers day mothers world,positive
1,Senator Collins says undecided final tax bill vote    Google Wave demo looks lot fun would love test though httpbitlyWnMSc,positive
1,Trump attends civil rights museum opening black leaders stay away Sleepy Tabz heading bed Fun night Listened next episode Jossd,neutral
1,Ukrainian author Manafort oped says sought input avoid errors exception short dude Larenz fineass Tate yum,neutral
1,Special Counsel Mueller filing shows Manafort drafted Ukraine oped despite gag order Screw reviews thought Wolverine awesome enough Dominic Monaghan liking,positive
1,Trump lifts refugee ban admissions still plummet data shows followed us recently PLEASE dont offended havent followed back hit limit Hopefully free soon,neutral
1,Trump Twitter Dec  Hanukkah Roy Moore Wells Fargo Yes work  ,neutral
1,US lawyer defending travel ban grilled court Trumps tweets Hmmm maybe thats meant eluded something brand new know media,neutral
1,US House committee may reconsider cancer agency funds Done spa meeting vic late lunch,neutral
1,Trump senior aide Dina Powell resign early next year White House Happy monday going tavares today Hope everyone blessed day,positive
1,Special Counsel Mueller produces evidence Manafort drafted oped Always wanted go Oz,neutral
1,US top court takes Republican challenge Maryland electoral district Thx,positive
1,White House pressures Big Corn meet US biofuels policy  Cool luv,positive
1,Former Trump adviser interviewed Congress Russia probe thats need thereTo represent Blackberries,neutral
1,Farenthold resign misconduct accusations true senior House Republican Okay Im dedicating  tweet fact Im going Apple store HUGE crack glass screen,neutral
1,Congressman Franks says resigning immediately could ever actually allowed stay,neutral
1,US tax revamp still incomplete Republicans eye social program cuts Let know turns,neutral
1,Special election replace Conyers held Nov  governor sass detect long isnt back sass Haha,negative
1,Trump signs temporary spending bill budget talks intensify yeah thinking ahaha,neutral
1,US tax repatriation plan may cure longterm dollar weakness Sports Bar Shatranjanpoli Rest Ph  Sports Bar Andheri W  Dont know whether helps Google ki jai ho,neutral
1,Aide tries refocus tax debate Trumps corporate rate remark Im sleeping accepts appology,negative
1,Franken Franks resign misconduct charges batter Congress Wolverine BOSS Seriously WillIAm,negative
1,Rep Franks resign staff members complaints harassment live pain bring,negative
1,Aide tries refocus US tax debate Trumps corporate rate remark okay im back later,neutral
1,Millions would lose mortgage gift writeoffs US tax bill study powerblog powerblog challenge keep talking Im newbie follower,neutral
1,Blackwater founder Prince details meeting Russian Seychelles almost died Laptop screen set  brightness reinstalled Windows Vista Got headache insanedefaults,negative
1,Congress averts government shutdown Waiting tish get Got drive moms CRV pick duckie First time,neutral
1,Civil rights pioneer eschew museum opening Trump says attend Trying decide movie friends going well lol p bible study  means day cake buy,neutral
1,Judge presiding Michael Flynn criminal case recused court going shower dont want smell school tomorrow,neutral
1,House ethics panel probing Rep Farenthold harassment allegations Sigh know,negative
1,Factbox Trump Twitter December  Pearl Harbor Remembrance Day discovered cause bug new NetPLAYER  build Publishing bug fix hopefully new beta tomorrow,neutral
1,House Intelligence chairman cleared disclosing classified information  FREE twitter tools get followers  httpjijrcomhulz  ,neutral
1,Paul Manafort Special Counsel Mueller tussle Ukrainian oped got home work chugging big bottle apple juice,neutral
1,Congress passes bill temporarily fund government avert shutdown Yes Please dont go die cry normally leads small animals getting harmed,neutral
1,Trump open biofuel policy reform senators say meeting writing report cards soooo tired amazing day check fb soon,neutral
1,House approves stopgap government funding bill big brotherand Im done,negative
1,Manaforts work draft oped violate gag order defense lawyer good news finally finished EASactive workout paused  hours bad news resistance band torn,neutral
1,Exclusive White House foresee shutdown Trump wants  percent corporate tax Well good morning wonderful day neighborhood Thanks following another  morning,positive
1,Libya says pushing removed Trump travel ban list FTSK Mercy Mercedes amazing tonight always,neutral
1,Pelosi says Democrats back shortterm funding bill Thursday hope ok,neutral
1,Pentagon wants  month procurement time major weapons programs official cant school done already hurts much seeing every day,neutral
1,FBI Director Wray defends bureau wake Republican criticism waited listening wind blowing tumbleweed none old enough know someone says Crackerack,neutral
1,Presidents son legitimate reasons answer House panel questions White House Hell Yeah,negative
1,Senate confirms top EPA enforcement official shirt dinner need ask actually Ville,neutral
1,Funding bill clears hurdle House know,negative
1,Exclusive US regulators offer Congress olive branch loans huh Smelly Noooo love alex Vixon,neutral
1,White House says focused getting lowest possible corporate tax rate Went party last night Dindin showed matching outfits GREAT MINDS THINK ALIKE Anyway happy birthday ate lara,neutral
1,US lawmakers propose ban arbitration sexual misconduct claims Happy bday woke side Earth wishes bit late,positive
1,Ryan feels good spending bill wants budget cap talks thank teaching values better person day LOVE MUCH YOURE BEST MUM WORLD,positive
1,Democratic Senator Franken resign CNN citing sources HAPPY MOTHERS DAY,positive
1,US Interior Department wants oil drilling expedite ANWR permits laughs Im glad self confidence wonderful trait Ill applaud extra loud okay,positive
1,Franken make  announcement harassment accusations Thanks,positive
1,Democratic Senator Franken faces pressure resign announcement looms twittering  days,negative
1,Trump administration sides unions high court fees case Getting ready week nice today stuck inside working,neutral
1,Trumps eldest son questioned Congress Russia tres depressed,negative
1,Democratic lawmakers question Kushner New York property letter Felt like behaved like son ate compensate Pigged homeroasted sugar almonds Painful tum threw still feel sick,negative
1,Good go Top Trump aide gave inaugural day ok nuclear plan congressman Happy Mothers Day people love mom lot still,positive
1,Factbox Trump Twitter December  America Californias wildfires Im sorry hear,negative
1,US appeals court hears arguments Trump travel ban Thats awesome dude yay surprise celebrities got meet years ago soooo friendly,positive
1,Trump warns government shutdown threat ahead meeting lawmakers makes happy hear girl talk tweet nba could give nuggets love,neutral
1,Trump would sign bill funds government December  statement getting hang Twitter,neutral
1,Senate votes pursue tax bill negotiations House know neck jacked forced pay parking bc cant turn head parallel park free spaces,negative
1,Bill letting people bring concealed guns across state lines passes US House want BACK ,neutral
1,Senator Franken resign Thursday Minnesota Public Radio Going miss roomie longer roomies starting tomorrow,negative
1,Factbox Corporate alternative minimum tax threat hits pharma tech bathing two little angels Keyla Janice,neutral
1,Trump hopes avoid government shutdown meeting lawmakers White House Yep finished chocked full spelling grammatical errors Im cleaning tomorrow popping hehe,neutral
1,Senate votes begin tax bill negotiations House HAHAHHA lol true always remember BD never remember date even day,neutral
1,Alabama Democrat turns attacks Roy Moore Senate races final stretch Family herehanging,neutral
1,Corporate AMT likely final US tax bill Hatch Watching Ellen Love dishes tanning gorgeous,positive
1,US attorney general calls efficient review immigration cases whats goin hun Im worried,neutral
1,Utah Republicans defend Romney Bannons Mormon jab Im bannished work till ,neutral
1,Cuts homeowner tax breaks could cost Republicans  races Morning get see Ill let know Right Im going go see Wolverine,neutral
1,Justice Department seeks warrant seize ancient ring trafficked ISIS red top tabloids build em knock em,neutral
1, Democrat Senate calls Franken resign tonight party w girls minus vita,neutral
1,Congress tax negotiators may final bill Dec  made sad thought youd jumping joy,neutral
1,Senator Franken facing resignation calls make announcement Thursday office Simple,neutral
1,Trump ally Bannon campaigns Moore Alabama pics uploaded baby pics cats Missy adult pretty little kitty Batty kitten heaven,positive
1,Youre wrong Tillerson says reports fired saw play amazing,neutral
1,Senate vote later Wednesday work House tax bill McConnell glad break twitter virginity two,neutral
1,Trumps first year office marked controversy protests Dinner fam missed,negative
1,Democrats flex muscles Congress confronts government shutdown Live Thats want better Bound bad eggs though soon learn,neutral
1,Factbox Trump Twitter December  Utah national monuments Hell yeah Kellynn got Twitter Finally,neutral
1,House tax positions begin emerge ahead talks Senate know worth shot though,neutral
1,Republican Party backs Senate candidate Moore official opened facebook account Im little confused dont really get Twitter seems much better,neutral
1,Senate confirms Trumps pick Homeland Security secretary Ship Im stuck,negative
1,House passes measure limit aid Palestinians martyr payments DUSTBIN BABY  Cannot wait x,neutral
1,Trump lawyer denies Deutsche Bank got subpoena Trump accounts going dwell happened passed shame supportive life x,negative
1,Senate committee advances bill easing banking regulations looks like office TV get MLB Network looks like MLBN televising DETBAL game today wieters,neutral
1,Trump lawyers say judge lacks jurisdiction defamation lawsuit Home empty handed comics found today shall indulge cupcakes Magnolia Bakery,neutral
1,Muellers Russia probe cost office  million first four months Laying bed til workkk Oh life Definitely pinched nerve,negative
1,Credit union sues block Mulvaney leading CFPB today busy day exhausting,negative
1,Senior lawmaker Conyers leaves US Congress harassment accusations going go Sunday Ive got much going weekend,neutral
1,House Republican tax chief says lawmakers want AMT repeal Sorry hear ur flight got cancelled blows,negative
1,White House says government shutdown always possibility ohh tooth hurts ohh im sad hurts,negative
1,Exclusive Trump names career diplomat head Cuban embassy sources get distracted Id like thank new followers taking trouble follow others feelin love,positive
1,Trump lawyer Deutsche Bank received subpoena Trump records u think u bills HaIi finished paying mine thats Im broke,negative
1,Trump says tax conference go well pretty quickly sure didnt say  big jst saw pics u ur last bday looked pretty miss,neutral
